baseline_group,K,groups,dims,rank_P0,ebic_baseline,edges_baseline,ll_baseline,joint_objective_last
baseline,2,high | low,"{'omic1_tissue1_A1': 12, 'omic2_tissue1_B1': 12, 'omic1_tissue2_A2': 12, 'omic2_tissue2_B2': 12}",0,14286.396462345863,1127,-473.19153106758534,-29.14981599294849
