,omic2_tissue2_B2_f0,omic2_tissue2_B2_f1,omic2_tissue2_B2_f2,omic2_tissue2_B2_f3,omic2_tissue2_B2_f4,omic2_tissue2_B2_f5,omic2_tissue2_B2_f6,omic2_tissue2_B2_f7,omic2_tissue2_B2_f8,omic2_tissue2_B2_f9,omic2_tissue2_B2_f10,omic2_tissue2_B2_f11
omic2_tissue2_B2_f0,1.776608312919889,-0.2432110148512674,-0.18552665241777502,-0.015802008322172132,-0.008969824481295248,-0.11544523797699408,-0.03485664884539009,-0.05600880863691868,-0.14127062076487432,-0.01081533793736135,-0.05473165679072864,-0.10801011723976087
omic2_tissue2_B2_f1,-0.2432110148512674,2.0251329459047236,-0.012011984937303393,-0.005537605786544954,0.10221964170569339,-0.254739939184452,-0.1321111525878761,-0.06716545723005657,-0.05504890451690804,-0.001163125523794528,0.022878542241876947,-0.11333082734066566
omic2_tissue2_B2_f2,-0.18552665241777502,-0.012011984937303393,2.2604543181512726,-0.32834313854893926,-0.06337794730375416,-0.23352467631175086,-0.13580438907383588,-0.055450677553366114,-0.2928887946070554,-0.006432093547103267,-0.015577009901722,-0.3261460677321472
omic2_tissue2_B2_f3,-0.015802008322172132,-0.005537605786544954,-0.32834313854893926,1.8057534240447461,-0.08697859438524087,0.004790055023604045,-0.00488055051118753,0.003502129135456185,-0.06940438978489412,-0.33972265465919793,-0.17539876535486648,0.08823010326998895
omic2_tissue2_B2_f4,-0.008969824481295248,0.10221964170569339,-0.06337794730375416,-0.08697859438524087,1.817734706902024,-0.013719052230286067,-0.24661560319623926,-0.11041699739794218,-0.014767335870187671,-0.005649154463273874,-0.0077036083157302915,0.0063338191346085345
omic2_tissue2_B2_f5,-0.11544523797699408,-0.254739939184452,-0.23352467631175086,0.004790055023604045,-0.013719052230286067,2.4327748341373803,-0.021169927481262497,-0.046012276603994394,-0.06772665622304931,0.0498714738822328,-0.011116301245264913,-0.03215439159632095
omic2_tissue2_B2_f6,-0.03485664884539009,-0.1321111525878761,-0.13580438907383588,-0.00488055051118753,-0.24661560319623926,-0.021169927481262497,1.9685499512356788,-0.31221856270055376,-0.08682404716165035,-0.3453976322058266,-0.03219313451799886,0.12886801529371428
omic2_tissue2_B2_f7,-0.05600880863691868,-0.06716545723005657,-0.055450677553366114,0.003502129135456185,-0.11041699739794218,-0.046012276603994394,-0.31221856270055376,1.8658100471218915,-0.10910305063254033,0.005259188844664337,-0.0007440770824891228,-0.12129915393088538
omic2_tissue2_B2_f8,-0.14127062076487432,-0.05504890451690804,-0.2928887946070554,-0.06940438978489412,-0.014767335870187671,-0.06772665622304931,-0.08682404716165035,-0.10910305063254033,2.153475114204032,-0.07335071554445058,-0.14556945326300613,0.007689727759889362
omic2_tissue2_B2_f9,-0.01081533793736135,-0.001163125523794528,-0.006432093547103267,-0.33972265465919793,-0.005649154463273874,0.0498714738822328,-0.3453976322058266,0.005259188844664337,-0.07335071554445058,2.0575528128403064,-0.006774756539257166,-0.07508731517284449
omic2_tissue2_B2_f10,-0.05473165679072864,0.022878542241876947,-0.015577009901722,-0.17539876535486648,-0.0077036083157302915,-0.011116301245264913,-0.03219313451799886,-0.0007440770824891228,-0.14556945326300613,-0.006774756539257166,1.705321088506382,-0.0027846021331926238
omic2_tissue2_B2_f11,-0.10801011723976087,-0.11333082734066566,-0.3261460677321472,0.08823010326998895,0.0063338191346085345,-0.03215439159632095,0.12886801529371428,-0.12129915393088538,0.007689727759889362,-0.07508731517284449,-0.0027846021331926238,1.7111864965705317
