,omic2_tissue1_B1_f0,omic2_tissue1_B1_f1,omic2_tissue1_B1_f2,omic2_tissue1_B1_f3,omic2_tissue1_B1_f4,omic2_tissue1_B1_f5,omic2_tissue1_B1_f6,omic2_tissue1_B1_f7,omic2_tissue1_B1_f8,omic2_tissue1_B1_f9,omic2_tissue1_B1_f10,omic2_tissue1_B1_f11
omic1_tissue1_A1_f0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.03660799009919563,0.0,-0.0,0.0
omic1_tissue1_A1_f1,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01851156608104687,0.0
omic1_tissue1_A1_f2,0.0,0.0,-0.04172112180229315,0.0,-0.017089404720205925,0.0,-0.02400098425474745,-0.0,-0.0,0.0,0.0,-0.0
omic1_tissue1_A1_f3,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.007801580041722073,-0.0,-0.07371712812465578,-0.0,-0.0
omic1_tissue1_A1_f4,-0.0,-0.2599995139099499,0.0,-0.0,-0.0,0.0,0.0,0.5482464161725749,0.0,-0.0,-0.0,0.0
omic1_tissue1_A1_f5,0.0,-0.0,0.0,-0.0,-0.15223852394419674,-0.0,-0.0,0.0,0.08305817258123238,0.0,0.0,0.0
omic1_tissue1_A1_f6,0.31626002356952637,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
omic1_tissue1_A1_f7,-0.0,-0.0,0.0,0.0,0.016020206891676603,0.0,-0.0,-0.0,-0.0,-0.0,0.0015860456597625028,-0.0
omic1_tissue1_A1_f8,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.03391585446143136,0.0
omic1_tissue1_A1_f9,-0.0,-0.0,0.0,-0.0,-0.0,-0.07975331811054995,0.0,-0.0,0.0,0.28693468233683017,-0.0,0.0
omic1_tissue1_A1_f10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
omic1_tissue1_A1_f11,0.0,-0.0,0.0594410917620454,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
