,omic1_tissue1_A1_f0,omic1_tissue1_A1_f1,omic1_tissue1_A1_f2,omic1_tissue1_A1_f3,omic1_tissue1_A1_f4,omic1_tissue1_A1_f5,omic1_tissue1_A1_f6,omic1_tissue1_A1_f7,omic1_tissue1_A1_f8,omic1_tissue1_A1_f9,omic1_tissue1_A1_f10,omic1_tissue1_A1_f11
omic1_tissue1_A1_f0,2.1495857104285885,-0.16145953538452876,-0.039162217266237545,0.03041622639924626,-0.19135578695612537,0.0686199926381721,-0.003352475692076126,-0.1391166653920235,0.09204186755828966,-0.08063488583570244,-0.052768001864064856,-0.27136203078087506
omic1_tissue1_A1_f1,-0.16145953538452876,2.6539308133792576,-0.22161926639344173,-0.009353006891636907,-0.00870607076292914,-0.02008996954181461,0.006156620026761098,0.003182286794270604,0.013369739619929297,-0.016982073964874528,0.0027368659187441374,0.2800535818580897
omic1_tissue1_A1_f2,-0.039162217266237545,-0.22161926639344173,1.5226803933537285,0.1691924195309662,-0.13611492618139848,0.1994439168173806,-0.02680394649456375,0.11456181631076942,-0.13250127863512484,0.013571756587007862,0.13449557717991123,0.07731862306365687
omic1_tissue1_A1_f3,0.03041622639924626,-0.009353006891636907,0.1691924195309662,1.7526578417422483,0.013347454608983435,-0.2411664760389747,0.08891346439802128,0.13308583456519982,0.17305696339957785,-0.0039584847623733025,0.08386309976286843,-0.23034012842159562
omic1_tissue1_A1_f4,-0.19135578695612537,-0.00870607076292914,-0.13611492618139848,0.013347454608983435,2.9872682476651518,-0.2229010835223115,0.6054579845872541,-0.013612615277652979,-0.1689800768333527,0.007574480246958986,-0.011029516121197944,0.00596340165770686
omic1_tissue1_A1_f5,0.0686199926381721,-0.02008996954181461,0.1994439168173806,-0.2411664760389747,-0.2229010835223115,2.2927753603357925,0.00010829946790597011,0.09042836670167362,-0.0009123198365225613,-0.008116293372919503,-0.11830963128815876,0.008179388489475723
omic1_tissue1_A1_f6,-0.003352475692076126,0.006156620026761098,-0.02680394649456375,0.08891346439802128,0.6054579845872541,0.00010829946790597011,2.250085618534824,0.1282795687375422,-0.018325078304041544,-0.08022894623596902,0.08211412766536522,-0.13188075981102088
omic1_tissue1_A1_f7,-0.1391166653920235,0.003182286794270604,0.11456181631076942,0.13308583456519982,-0.013612615277652979,0.09042836670167362,0.1282795687375422,2.1000417906703994,-0.00349022290766859,-0.00437353959237059,-0.014486935088962377,0.2364362374386313
omic1_tissue1_A1_f8,0.09204186755828966,0.013369739619929297,-0.13250127863512484,0.17305696339957785,-0.1689800768333527,-0.0009123198365225613,-0.018325078304041544,-0.00349022290766859,2.008123024369932,-0.008435773302502541,0.0491800019495031,-0.038025809653565924
omic1_tissue1_A1_f9,-0.08063488583570244,-0.016982073964874528,0.013571756587007862,-0.0039584847623733025,0.007574480246958986,-0.008116293372919503,-0.08022894623596902,-0.00437353959237059,-0.008435773302502541,2.1306426975110657,0.14688047437336516,-0.11464141143010048
omic1_tissue1_A1_f10,-0.052768001864064856,0.0027368659187441374,0.13449557717991123,0.08386309976286843,-0.011029516121197944,-0.11830963128815876,0.08211412766536522,-0.014486935088962377,0.0491800019495031,0.14688047437336516,1.5728878849230725,-0.017876580195380222
omic1_tissue1_A1_f11,-0.27136203078087506,0.2800535818580897,0.07731862306365687,-0.23034012842159562,0.00596340165770686,0.008179388489475723,-0.13188075981102088,0.2364362374386313,-0.038025809653565924,-0.11464141143010048,-0.017876580195380222,2.1580014191562564
