,omic1_tissue2_A2_f0,omic1_tissue2_A2_f1,omic1_tissue2_A2_f2,omic1_tissue2_A2_f3,omic1_tissue2_A2_f4,omic1_tissue2_A2_f5,omic1_tissue2_A2_f6,omic1_tissue2_A2_f7,omic1_tissue2_A2_f8,omic1_tissue2_A2_f9,omic1_tissue2_A2_f10,omic1_tissue2_A2_f11
omic1_tissue2_A2_f0,3.063676897281205,0.005551525802519533,0.23025775585440922,0.07901622055394578,-0.32149889729773495,0.0034146077169355075,-0.00785893433901863,0.02994523088568966,-0.19299421807817607,0.0019204733150466734,-0.35864483735189445,0.0201178642051148
omic1_tissue2_A2_f1,0.005551525802519533,1.7742456166095768,-0.012159147676886056,-0.015594792923732526,0.0007627355532983443,0.021989234441206023,-0.1866186959274589,0.03458595190313228,-0.006606878945811714,0.15246056902448535,-0.09788960395846619,0.012504065338222736
omic1_tissue2_A2_f2,0.23025775585440922,-0.012159147676886056,2.3476109035989015,-0.004566141466595836,-0.22229983203566486,0.005288145880136286,0.11727375050274019,0.04008146784245989,0.02075011255131124,0.24386471638315063,0.07414279210728089,-0.17213614863309218
omic1_tissue2_A2_f3,0.07901622055394578,-0.015594792923732526,-0.004566141466595836,2.297256661140865,-0.4062600873236646,0.00900535025133976,-0.01324938785336481,0.058631025686408565,0.007870541495191528,0.012817652301515792,0.1932054502522173,-0.024176803588057665
omic1_tissue2_A2_f4,-0.32149889729773495,0.0007627355532983443,-0.22229983203566486,-0.4062600873236646,2.476904555383176,-0.015338089205141747,0.009008439520959213,0.004354272693693473,0.0034781874855534505,0.13235918208354486,0.06173936736752955,-0.13671927787310761
omic1_tissue2_A2_f5,0.0034146077169355075,0.021989234441206023,0.005288145880136286,0.00900535025133976,-0.015338089205141747,2.3011194545916327,-0.004923074163306583,-0.02478526623073205,0.004282592201635479,-0.0659640969068736,0.019119757971793862,0.016566028030501535
omic1_tissue2_A2_f6,-0.00785893433901863,-0.1866186959274589,0.11727375050274019,-0.01324938785336481,0.009008439520959213,-0.004923074163306583,2.158474080982718,0.13975053473768362,0.12887526538570535,-0.1495593303549735,0.17164468328625762,-0.007720024881063044
omic1_tissue2_A2_f7,0.02994523088568966,0.03458595190313228,0.04008146784245989,0.058631025686408565,0.004354272693693473,-0.02478526623073205,0.13975053473768362,1.4716716446361298,-0.012037664872579405,0.005834643925293877,-0.06306819854477284,0.06713208989492275
omic1_tissue2_A2_f8,-0.19299421807817607,-0.006606878945811714,0.02075011255131124,0.007870541495191528,0.0034781874855534505,0.004282592201635479,0.12887526538570535,-0.012037664872579405,1.7331148995174157,0.0019526536310093831,-0.04177102349392116,-0.0011261218993456894
omic1_tissue2_A2_f9,0.0019204733150466734,0.15246056902448535,0.24386471638315063,0.012817652301515792,0.13235918208354486,-0.0659640969068736,-0.1495593303549735,0.005834643925293877,0.0019526536310093831,2.2557350085638532,-0.01019094858683082,0.21895143772671585
omic1_tissue2_A2_f10,-0.35864483735189445,-0.09788960395846619,0.07414279210728089,0.1932054502522173,0.06173936736752955,0.019119757971793862,0.17164468328625762,-0.06306819854477284,-0.04177102349392116,-0.01019094858683082,3.0432193717434446,0.1212118188246642
omic1_tissue2_A2_f11,0.0201178642051148,0.012504065338222736,-0.17213614863309218,-0.024176803588057665,-0.13671927787310761,0.016566028030501535,-0.007720024881063044,0.06713208989492275,-0.0011261218993456894,0.21895143772671585,0.1212118188246642,2.538043485001979
