,omic2_tissue2_B2_f0,omic2_tissue2_B2_f1,omic2_tissue2_B2_f2,omic2_tissue2_B2_f3,omic2_tissue2_B2_f4,omic2_tissue2_B2_f5,omic2_tissue2_B2_f6,omic2_tissue2_B2_f7,omic2_tissue2_B2_f8,omic2_tissue2_B2_f9,omic2_tissue2_B2_f10,omic2_tissue2_B2_f11
omic1_tissue1_A1_f0,-0.0,0.1328051373829158,0.0,-0.05198860789406812,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
omic1_tissue1_A1_f1,-0.10773300522021559,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0
omic1_tissue1_A1_f2,-0.0,0.014235277466393706,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
omic1_tissue1_A1_f3,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.10366540293158022,0.0,0.0,-0.03627101206229308,-0.005511662711848997,-0.0
omic1_tissue1_A1_f4,-0.0,-0.09562873325474033,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
omic1_tissue1_A1_f5,0.0,-0.42671545947192535,-0.0,-0.015421034280511947,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
omic1_tissue1_A1_f6,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
omic1_tissue1_A1_f7,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.028585048143061453,0.0
omic1_tissue1_A1_f8,0.0,0.0,-0.0,0.0,0.0,0.33519524612652135,0.0,0.0,0.29036605306874974,0.0,-0.05966633435362817,-0.0
omic1_tissue1_A1_f9,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.20149639164262495,0.0,-0.0,-0.0
omic1_tissue1_A1_f10,0.0,-0.0,0.0,0.0,-0.0,0.05181765469365718,0.0,0.0,0.0,-0.0,-0.0,-0.0
omic1_tissue1_A1_f11,-0.0,0.25136126051618485,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0820257492592904
