,omic2_tissue2_B2_f0,omic2_tissue2_B2_f1,omic2_tissue2_B2_f2,omic2_tissue2_B2_f3,omic2_tissue2_B2_f4,omic2_tissue2_B2_f5,omic2_tissue2_B2_f6,omic2_tissue2_B2_f7,omic2_tissue2_B2_f8,omic2_tissue2_B2_f9,omic2_tissue2_B2_f10,omic2_tissue2_B2_f11
omic2_tissue2_B2_f0,1.7756986441041493,-0.15150369889127102,-0.1689442030525141,-0.015742967129181683,-0.008862639019584489,-0.11548624721454742,-0.034702541219341985,-0.05591535079668076,-0.14128156816213477,-0.01067480314815062,-0.054876341744259885,-0.108292430444513
omic2_tissue2_B2_f1,-0.15150369889127102,2.024878590159966,-0.012106000014936391,-0.005496279967001274,0.10239113830175982,-0.25483591720613635,-0.13227434414491013,-0.06475052769686968,-0.05501795637385276,-0.001267656990612176,0.022830886190482663,-0.11336297258750483
omic2_tissue2_B2_f2,-0.1689442030525141,-0.012106000014936391,2.2603815363488584,-0.32864321065368135,-0.0633902713527876,-0.14502474014660205,-0.1357996577464793,-0.09813205666436839,-0.19950701234847523,-0.00648385635885218,-0.015590636041962477,0.0780248463540475
omic2_tissue2_B2_f3,-0.015742967129181683,-0.005496279967001274,-0.32864321065368135,1.8050340325732588,-0.08711574331758451,0.00473941899067767,-0.00490477275697849,0.003491072547808746,0.00616834750996872,-0.1013062193726616,-0.11765110548924963,0.08828661908450273
omic2_tissue2_B2_f4,-0.008862639019584489,0.10239113830175982,-0.0633902713527876,-0.08711574331758451,1.8172822708164296,-0.013561269853677976,-0.17897946049410002,-0.06705863474456218,-0.01474952244998873,-0.005567248398141148,-0.0077458441749402186,0.006420004450709735
omic2_tissue2_B2_f5,-0.11548624721454742,-0.25483591720613635,-0.14502474014660205,0.00473941899067767,-0.013561269853677976,2.432720605758381,-0.021039981241283173,-0.019641457666202875,-0.06772718098781726,0.049978397150484445,-0.011277373004118761,-0.032151135770621925
omic2_tissue2_B2_f6,-0.034702541219341985,-0.13227434414491013,-0.1357996577464793,-0.00490477275697849,-0.17897946049410002,-0.021039981241283173,1.9683306487308323,-0.16393979067680198,-0.08677003845074757,-0.34563199785578436,-0.032333432981086416,0.1290145903603168
omic2_tissue2_B2_f7,-0.05591535079668076,-0.06475052769686968,-0.09813205666436839,0.003491072547808746,-0.06705863474456218,-0.019641457666202875,-0.16393979067680198,1.8650307374352777,-0.005653479950778705,0.005252368609092822,-0.04581199485635908,-0.12149557483274341
omic2_tissue2_B2_f8,-0.14128156816213477,-0.05501795637385276,-0.19950701234847523,0.00616834750996872,-0.01474952244998873,-0.06772718098781726,-0.08677003845074757,-0.005653479950778705,2.1533743865638235,-0.073341491407172,-0.14572890776534078,0.0075813616515551865
omic2_tissue2_B2_f9,-0.01067480314815062,-0.001267656990612176,-0.00648385635885218,-0.1013062193726616,-0.005567248398141148,0.049978397150484445,-0.34563199785578436,0.005252368609092822,-0.073341491407172,2.057415458034549,-0.006728201425271905,-0.07506916561656175
omic2_tissue2_B2_f10,-0.054876341744259885,0.022830886190482663,-0.015590636041962477,-0.11765110548924963,-0.0077458441749402186,-0.011277373004118761,-0.032333432981086416,-0.04581199485635908,-0.14572890776534078,-0.006728201425271905,1.704571318600294,-0.0029003780124370994
omic2_tissue2_B2_f11,-0.108292430444513,-0.11336297258750483,0.0780248463540475,0.08828661908450273,0.006420004450709735,-0.032151135770621925,0.1290145903603168,-0.12149557483274341,0.0075813616515551865,-0.07506916561656175,-0.0029003780124370994,1.7110277180146407
