source,target,weight,abs_weight
omic1_tissue1_A1_f0,omic2_tissue2_B2_f3,-0.0485958077673936,0.0485958077673936
omic1_tissue1_A1_f0,omic2_tissue2_B2_f5,0.1715795304552189,0.1715795304552189
omic1_tissue1_A1_f0,omic2_tissue2_B2_f6,-0.06596726484685135,0.06596726484685135
omic1_tissue1_A1_f0,omic2_tissue2_B2_f7,-0.04036790184028209,0.04036790184028209
omic1_tissue1_A1_f1,omic2_tissue2_B2_f0,-0.11969342586659608,0.11969342586659608
omic1_tissue1_A1_f1,omic2_tissue2_B2_f2,-0.11141426795412389,0.11141426795412389
omic1_tissue1_A1_f1,omic2_tissue2_B2_f4,0.038330368187591626,0.038330368187591626
omic1_tissue1_A1_f1,omic2_tissue2_B2_f8,0.02812860526221135,0.02812860526221135
omic1_tissue1_A1_f2,omic2_tissue2_B2_f0,-0.06827317348022026,0.06827317348022026
omic1_tissue1_A1_f2,omic2_tissue2_B2_f3,-0.01271618153598053,0.01271618153598053
omic1_tissue1_A1_f2,omic2_tissue2_B2_f5,-0.01977146358716128,0.01977146358716128
omic1_tissue1_A1_f2,omic2_tissue2_B2_f8,0.039699861711230286,0.039699861711230286
omic1_tissue1_A1_f3,omic2_tissue2_B2_f5,-0.03637113931166962,0.03637113931166962
omic1_tissue1_A1_f3,omic2_tissue2_B2_f6,0.4059975779366367,0.4059975779366367
omic1_tissue1_A1_f3,omic2_tissue2_B2_f8,-0.07652400522899565,0.07652400522899565
omic1_tissue1_A1_f3,omic2_tissue2_B2_f10,-0.21239549852347372,0.21239549852347372
omic1_tissue1_A1_f3,omic2_tissue2_B2_f11,-0.09712263671438486,0.09712263671438486
omic1_tissue1_A1_f4,omic2_tissue2_B2_f1,-0.0440694340506743,0.0440694340506743
omic1_tissue1_A1_f4,omic2_tissue2_B2_f4,0.0823161850932672,0.0823161850932672
omic1_tissue1_A1_f4,omic2_tissue2_B2_f8,0.12780341169888226,0.12780341169888226
omic1_tissue1_A1_f4,omic2_tissue2_B2_f9,0.04666451069990292,0.04666451069990292
omic1_tissue1_A1_f5,omic2_tissue2_B2_f1,-0.4285309681691293,0.4285309681691293
omic1_tissue1_A1_f5,omic2_tissue2_B2_f5,0.08675028635370534,0.08675028635370534
omic1_tissue1_A1_f5,omic2_tissue2_B2_f11,0.013742644880119989,0.013742644880119989
omic1_tissue1_A1_f6,omic2_tissue2_B2_f0,-0.11018187803099187,0.11018187803099187
omic1_tissue1_A1_f6,omic2_tissue2_B2_f1,-0.12549061716866244,0.12549061716866244
omic1_tissue1_A1_f6,omic2_tissue2_B2_f2,-0.014113347822184222,0.014113347822184222
omic1_tissue1_A1_f6,omic2_tissue2_B2_f7,0.05881816833898375,0.05881816833898375
omic1_tissue1_A1_f7,omic2_tissue2_B2_f8,0.0394407688186542,0.0394407688186542
omic1_tissue1_A1_f7,omic2_tissue2_B2_f10,-0.09423506727975599,0.09423506727975599
omic1_tissue1_A1_f8,omic2_tissue2_B2_f5,0.14970974916890667,0.14970974916890667
omic1_tissue1_A1_f8,omic2_tissue2_B2_f8,0.2534619758384869,0.2534619758384869
omic1_tissue1_A1_f8,omic2_tissue2_B2_f10,-0.06079830165380497,0.06079830165380497
omic1_tissue1_A1_f8,omic2_tissue2_B2_f11,-0.043675342972856565,0.043675342972856565
omic1_tissue1_A1_f9,omic2_tissue2_B2_f8,0.12330164390043459,0.12330164390043459
omic1_tissue1_A1_f10,omic2_tissue2_B2_f5,0.1565892035933114,0.1565892035933114
omic1_tissue1_A1_f10,omic2_tissue2_B2_f8,0.02300190824950399,0.02300190824950399
omic1_tissue1_A1_f11,omic2_tissue2_B2_f1,0.10460781584400734,0.10460781584400734
omic1_tissue1_A1_f11,omic2_tissue2_B2_f11,-0.34982512154594625,0.34982512154594625
