source,target,weight,abs_weight
omic1_tissue2_A2_f0,omic1_tissue2_A2_f1,0.02772457137280064,0.02772457137280064
omic1_tissue2_A2_f0,omic1_tissue2_A2_f3,-0.07105801829297702,0.07105801829297702
omic1_tissue2_A2_f0,omic1_tissue2_A2_f7,-0.29711089564120874,0.29711089564120874
omic1_tissue2_A2_f1,omic1_tissue2_A2_f7,0.023494342828784848,0.023494342828784848
omic1_tissue2_A2_f2,omic1_tissue2_A2_f4,0.03979104555721051,0.03979104555721051
omic1_tissue2_A2_f2,omic1_tissue2_A2_f10,-0.08258417018516971,0.08258417018516971
omic1_tissue2_A2_f3,omic1_tissue2_A2_f4,0.05347595894348088,0.05347595894348088
omic1_tissue2_A2_f4,omic1_tissue2_A2_f7,-0.08619281688889309,0.08619281688889309
omic1_tissue2_A2_f4,omic1_tissue2_A2_f9,-0.21092071872648172,0.21092071872648172
omic1_tissue2_A2_f5,omic1_tissue2_A2_f7,-0.2362817816331903,0.2362817816331903
omic1_tissue2_A2_f5,omic1_tissue2_A2_f10,0.08097889496700399,0.08097889496700399
omic1_tissue2_A2_f6,omic1_tissue2_A2_f9,0.0808611651671385,0.0808611651671385
omic1_tissue2_A2_f7,omic1_tissue2_A2_f10,0.6088650372723983,0.6088650372723983
omic1_tissue2_A2_f9,omic1_tissue2_A2_f11,-0.07402898933748468,0.07402898933748468
