source,target,weight,abs_weight
omic2_tissue2_B2_f0,omic2_tissue2_B2_f1,0.1477878535990032,0.1477878535990032
omic2_tissue2_B2_f0,omic2_tissue2_B2_f3,0.2855428447728272,0.2855428447728272
omic2_tissue2_B2_f0,omic2_tissue2_B2_f8,0.016111547373571622,0.016111547373571622
omic2_tissue2_B2_f0,omic2_tissue2_B2_f11,0.05284871689151903,0.05284871689151903
omic2_tissue2_B2_f1,omic2_tissue2_B2_f5,0.17669147968140358,0.17669147968140358
omic2_tissue2_B2_f1,omic2_tissue2_B2_f6,0.01529059513409553,0.01529059513409553
omic2_tissue2_B2_f1,omic2_tissue2_B2_f9,0.029833901522748882,0.029833901522748882
omic2_tissue2_B2_f2,omic2_tissue2_B2_f3,0.10401164299471509,0.10401164299471509
omic2_tissue2_B2_f2,omic2_tissue2_B2_f6,0.009446818372836147,0.009446818372836147
omic2_tissue2_B2_f2,omic2_tissue2_B2_f7,-0.17597340255831628,0.17597340255831628
omic2_tissue2_B2_f2,omic2_tissue2_B2_f8,0.253079034101964,0.253079034101964
omic2_tissue2_B2_f3,omic2_tissue2_B2_f9,0.2541426159083763,0.2541426159083763
omic2_tissue2_B2_f3,omic2_tissue2_B2_f10,0.0578114133223825,0.0578114133223825
omic2_tissue2_B2_f3,omic2_tissue2_B2_f11,-0.24284073392274835,0.24284073392274835
omic2_tissue2_B2_f4,omic2_tissue2_B2_f6,0.03787904833479015,0.03787904833479015
omic2_tissue2_B2_f6,omic2_tissue2_B2_f7,0.14082603903652285,0.14082603903652285
omic2_tissue2_B2_f6,omic2_tissue2_B2_f8,0.31460916387280696,0.31460916387280696
omic2_tissue2_B2_f6,omic2_tissue2_B2_f9,0.01782182310302831,0.01782182310302831
omic2_tissue2_B2_f6,omic2_tissue2_B2_f10,0.00428680992021984,0.00428680992021984
omic2_tissue2_B2_f7,omic2_tissue2_B2_f8,0.15675486614343315,0.15675486614343315
omic2_tissue2_B2_f8,omic2_tissue2_B2_f10,-0.11675414939891825,0.11675414939891825
omic2_tissue2_B2_f8,omic2_tissue2_B2_f11,0.08757730486591549,0.08757730486591549
