source,target,weight,abs_weight
omic1_tissue1_A1_f0,omic2_tissue2_B2_f1,0.1328051373829158,0.1328051373829158
omic1_tissue1_A1_f0,omic2_tissue2_B2_f3,-0.05198860789406812,0.05198860789406812
omic1_tissue1_A1_f1,omic2_tissue2_B2_f0,-0.10773300522021559,0.10773300522021559
omic1_tissue1_A1_f2,omic2_tissue2_B2_f1,0.014235277466393706,0.014235277466393706
omic1_tissue1_A1_f3,omic2_tissue2_B2_f6,0.10366540293158022,0.10366540293158022
omic1_tissue1_A1_f3,omic2_tissue2_B2_f9,-0.03627101206229308,0.03627101206229308
omic1_tissue1_A1_f3,omic2_tissue2_B2_f10,-0.005511662711848997,0.005511662711848997
omic1_tissue1_A1_f4,omic2_tissue2_B2_f1,-0.09562873325474033,0.09562873325474033
omic1_tissue1_A1_f5,omic2_tissue2_B2_f1,-0.42671545947192535,0.42671545947192535
omic1_tissue1_A1_f5,omic2_tissue2_B2_f3,-0.015421034280511947,0.015421034280511947
omic1_tissue1_A1_f7,omic2_tissue2_B2_f10,-0.028585048143061453,0.028585048143061453
omic1_tissue1_A1_f8,omic2_tissue2_B2_f5,0.33519524612652135,0.33519524612652135
omic1_tissue1_A1_f8,omic2_tissue2_B2_f8,0.29036605306874974,0.29036605306874974
omic1_tissue1_A1_f8,omic2_tissue2_B2_f10,-0.05966633435362817,0.05966633435362817
omic1_tissue1_A1_f9,omic2_tissue2_B2_f8,0.20149639164262495,0.20149639164262495
omic1_tissue1_A1_f10,omic2_tissue2_B2_f5,0.05181765469365718,0.05181765469365718
omic1_tissue1_A1_f11,omic2_tissue2_B2_f1,0.25136126051618485,0.25136126051618485
omic1_tissue1_A1_f11,omic2_tissue2_B2_f11,-0.0820257492592904,0.0820257492592904
