source,target,weight,abs_weight
omic2_tissue1_B1_f0,omic2_tissue1_B1_f10,-0.10354874115889431,0.10354874115889431
omic2_tissue1_B1_f3,omic2_tissue1_B1_f5,0.16148511658088605,0.16148511658088605
omic2_tissue1_B1_f4,omic2_tissue1_B1_f5,0.05655464446316111,0.05655464446316111
omic2_tissue1_B1_f4,omic2_tissue1_B1_f7,0.2758556496803646,0.2758556496803646
omic2_tissue1_B1_f6,omic2_tissue1_B1_f10,0.09085125365349742,0.09085125365349742
