,omic2_tissue2_B2_f0,omic2_tissue2_B2_f1,omic2_tissue2_B2_f2,omic2_tissue2_B2_f3,omic2_tissue2_B2_f4,omic2_tissue2_B2_f5,omic2_tissue2_B2_f6,omic2_tissue2_B2_f7,omic2_tissue2_B2_f8,omic2_tissue2_B2_f9,omic2_tissue2_B2_f10,omic2_tissue2_B2_f11
omic2_tissue2_B2_f0,1.7761797363404987,-0.09542316125226417,-0.18579124200409133,0.26974083645065505,-0.008914317766128358,-0.11543814728205518,-0.03478478255901063,-0.055990491891115074,-0.1251590733913027,-0.010807560873671507,-0.05494527251569844,-0.055161400348241844
omic2_tissue2_B2_f1,-0.09542316125226417,2.025428071745927,-0.012118339031992584,-0.0053583449285305946,0.10232892886227199,-0.07804845950304842,-0.11682055745378056,-0.06723291113266142,-0.05507730097308546,0.028670775998954366,0.022911690382663767,-0.11347963980930886
omic2_tissue2_B2_f2,-0.18579124200409133,-0.012118339031992584,2.260502523145925,-0.22433149555422416,-0.06323819248399809,-0.23348559814349895,-0.12635757070099973,-0.23142408011168236,-0.039809760505091434,-0.006444325529079586,-0.015609711760604274,-0.3263295327252641
omic2_tissue2_B2_f3,0.26974083645065505,-0.0053583449285305946,-0.22433149555422416,1.805987525941859,-0.08708245222853596,0.004822205990063274,-0.004896987462172606,0.0035149539525367503,-0.06942087021569701,-0.08558003875082165,-0.1175262125931009,-0.15461063065275937
omic2_tissue2_B2_f4,-0.008914317766128358,0.10232892886227199,-0.06323819248399809,-0.08708245222853596,1.817340335913421,-0.013621071951592716,-0.20873655486144913,-0.11001724747564143,-0.014864270438514252,-0.00550817765221954,-0.00761552825407149,0.0064361841979479525
omic2_tissue2_B2_f5,-0.11543814728205518,-0.07804845950304842,-0.23348559814349895,0.004822205990063274,-0.013621071951592716,2.432951153839365,-0.02113627401892725,-0.046088610453673066,-0.06773847127137715,0.04990266210440599,-0.011221010419342002,-0.0320637538496759
omic2_tissue2_B2_f6,-0.03478478255901063,-0.11682055745378056,-0.12635757070099973,-0.004896987462172606,-0.20873655486144913,-0.02113627401892725,1.9687813384294726,-0.1713925236640309,0.22778511671115664,-0.32757580910279827,-0.027906324597779017,0.12914503156136792
omic2_tissue2_B2_f7,-0.055990491891115074,-0.06723291113266142,-0.23142408011168236,0.0035149539525367503,-0.11001724747564143,-0.046088610453673066,-0.1713925236640309,1.8655141511873428,0.04765181551089284,0.005313570049898273,-0.0007419693537815343,-0.12142822701945041
omic2_tissue2_B2_f8,-0.1251590733913027,-0.05507730097308546,-0.039809760505091434,-0.06942087021569701,-0.014864270438514252,-0.06773847127137715,0.22778511671115664,0.04765181551089284,2.153488115041786,-0.07355858905152887,-0.2623236026619244,0.09526703262580484
omic2_tissue2_B2_f9,-0.010807560873671507,0.028670775998954366,-0.006444325529079586,-0.08558003875082165,-0.00550817765221954,0.04990266210440599,-0.32757580910279827,0.005313570049898273,-0.07355858905152887,2.057774238275705,-0.0067080503596009195,-0.07505117753908491
omic2_tissue2_B2_f10,-0.05494527251569844,0.022911690382663767,-0.015609711760604274,-0.1175262125931009,-0.00761552825407149,-0.011221010419342002,-0.027906324597779017,-0.0007419693537815343,-0.2623236026619244,-0.0067080503596009195,1.7046676661949458,-0.002657900479609677
omic2_tissue2_B2_f11,-0.055161400348241844,-0.11347963980930886,-0.3263295327252641,-0.15461063065275937,0.0064361841979479525,-0.0320637538496759,0.12914503156136792,-0.12142822701945041,0.09526703262580484,-0.07505117753908491,-0.002657900479609677,1.71031316833347
