,omic2_tissue1_B1_f0,omic2_tissue1_B1_f1,omic2_tissue1_B1_f2,omic2_tissue1_B1_f3,omic2_tissue1_B1_f4,omic2_tissue1_B1_f5,omic2_tissue1_B1_f6,omic2_tissue1_B1_f7,omic2_tissue1_B1_f8,omic2_tissue1_B1_f9,omic2_tissue1_B1_f10,omic2_tissue1_B1_f11
omic1_tissue1_A1_f0,-0.017539628245655733,-0.01657326511120178,0.0008821723530868528,0.01071802887743554,-0.1642126759021889,-0.018184080691502236,-0.01373899019166221,-0.209209890519673,0.1187038901203706,-0.022498240700528832,0.00020560788003852384,-0.02717011737030406
omic1_tissue1_A1_f1,-0.08419686323572546,0.018355692410507267,0.09120143358169891,-0.0021917304176621005,-0.03854417109921088,-0.0177216553211842,-0.010404849160449559,-0.014960449007824221,0.1012703224859656,-0.019687196526532905,0.026697005395645096,-0.06642306491828107
omic1_tissue1_A1_f2,0.046541869601950114,0.006898360764583674,-0.005237134445629869,0.0029170968496977736,0.2831121927288185,-0.038435937024312396,0.055020194757577766,-0.03382845192365352,-0.025255887089289074,-0.03420247069411411,0.00949451765439437,0.006513648845873676
omic1_tissue1_A1_f3,-0.006169553732336706,0.11719887778363343,-0.07786211309058766,0.007368170936943842,0.004385398847469697,-0.010556694079187204,0.020787527779186486,-0.1423830358874201,-0.019481342850592036,0.06022456368224187,0.1288675581398608,-0.0050674252335053595
omic1_tissue1_A1_f4,-0.07437957381932586,0.029711851869094096,0.0020025225582555872,-0.016514894928896316,-0.026776798201261665,0.004741245437449082,0.0014928843296409281,-0.11458525712145572,0.0104247385993297,-0.009413705834125274,-0.12193377594454095,-0.006993208713564014
omic1_tissue1_A1_f5,-0.03818194665911016,-0.013792213030906171,0.013126550577154898,0.02075370081752451,0.21519255015412106,0.00030918155910334214,-0.011425865871439293,-0.057902293698882626,-0.2726616763413427,-0.11942646308660326,0.07017036656985619,0.043872513297512857
omic1_tissue1_A1_f6,-0.00031163985139798234,0.02028323209632922,0.08913469871572069,0.024023730699923442,0.09364543779814297,-0.12418422579767091,-0.009470828664047684,-0.018735002755291406,-0.00338986329928416,-0.01081570169817548,-0.05585222023174022,-0.1519121234118644
omic1_tissue1_A1_f7,-0.016551706772632496,0.05988709948376023,0.015466684065049788,-0.21190576699609265,-0.15628563590886532,0.019468623269035847,0.031386661428379065,-0.00022057200960400687,-0.008214200878727117,-0.000466471053695341,-0.18530330037480122,-0.009674775194186224
omic1_tissue1_A1_f8,-0.11103118563212964,-0.0016946236005104603,-0.06372104347168926,-0.016999711820793902,0.004094123664510438,-0.08492465443115312,-0.012259705322679585,-0.18759712768998638,-0.004393251942204648,0.053601729855138947,0.20488712763831657,-0.07012068570296738
omic1_tissue1_A1_f9,-0.015159201548679925,-0.022905781270933557,0.006939846109450001,0.2093375785476389,0.03440485531673504,0.09308756680100075,-0.00317041684944553,-0.0035137264351177305,0.026504770031603918,-0.25376298404674275,0.05123988808398053,-0.032623089776698234
omic1_tissue1_A1_f10,0.013435604368562459,-0.18353136925489016,0.0006459924587107913,0.032536015401077416,0.05300056810372866,-0.10752838469949048,-0.031116480741917356,0.02662056219360607,0.004970971141885007,0.0146006402774264,0.11676410218638308,0.1199272160606272
omic1_tissue1_A1_f11,-0.1812896089264386,-0.0416772022970944,-0.05469779599380164,0.017882820392936365,0.0003393978772855792,0.006617229523037491,-0.004623941623567506,0.006153429222827029,-0.07131379708075503,0.02040355503753978,0.08154204088924075,0.08194623739518349
